436,Susumu Tonegawa,1939-09-05,1987,medicine,male,Japan
437,Sir James W. Black,1924-06-14,1988,medicine,male,United Kingdom
438,Gertrude B. Elion,1918-01-23,1988,medicine,female,USA
439,George H. Hitchings,1905-04-18,1988,medicine,male,USA
440,J. Michael Bishop,1936-02-22,1989,medicine,male,USA
441,Harold E. Varmus,1939-12-18,1989,medicine,male,USA
442,Joseph E. Murray,1919-04-01,1990,medicine,male,USA
443,E. Donnall Thomas,1920-03-15,1990,medicine,male,USA
444,Erwin Neher,1944-03-20,1991,medicine,male,Württemberg
445,Bert Sakmann,1942-06-12,1991,medicine,male,Württemberg
446,Edmond H. Fischer,1920-04-06,1992,medicine,male,Tibet
447,Edwin G. Krebs,1918-06-06,1992,medicine,male,USA
448,Richard J. Roberts,1943-09-06,1993,medicine,male,United Kingdom
449,Phillip A. Sharp,1944-06-06,1993,medicine,male,USA
450,Alfred G. Gilman,1941-07-01,1994,medicine,male,USA
451,Martin Rodbell,1925-12-01,1994,medicine,male,USA
452,Edward B. Lewis,1918-05-20,1995,medicine,male,USA
453,Christiane Nüsslein-Volhard,1942-10-20,1995,medicine,female,Württemberg
454,Eric F. Wieschaus,1947-06-08,1995,medicine,male,USA
455,Peter C. Doherty,1940-10-15,1996,medicine,male,Australia
456,Rolf M. Zinkernagel,1944-01-06,1996,medicine,male,Switzerland
457,Stanley B. Prusiner,1942-05-28,1997,medicine,male,USA
458,Robert F. Furchgott,1916-06-04,1998,medicine,male,USA
459,Louis J. Ignarro,1941-05-31,1998,medicine,male,USA
460,Ferid Murad,1936-09-14,1998,medicine,male,USA
461,Günter Blobel,1936-05-21,1999,medicine,male,Prussia
462,Henry Dunant,1828-05-08,1901,peace,male,Switzerland
463,Frédéric Passy,1822-05-20,1901,peace,male,France
464,Élie Ducommun,1833-02-19,1902,peace,male,Switzerland
465,Albert Gobat,1843-05-21,1902,peace,male,Switzerland
466,Randal Cremer,1828-03-18,1903,peace,male,United Kingdom
467,Institute of International Law ,1873-00-00,1904,peace,org,Austrian Empire
468,Bertha von Suttner,1843-06-09,1905,peace,female,Hungarian Empire
470,Theodore Roosevelt,1858-10-27,1906,peace,male,USA
471,Ernesto Teodoro Moneta,1833-09-20,1907,peace,male,Tuscany
472,Louis Renault,1843-05-21,1907,peace,male,France
473,Klas Pontus Arnoldson,1844-10-27,1908,peace,male,Sweden
474,Fredrik Bajer,1837-04-21,1908,peace,male,Faroe Islands (Denmark)
475,Auguste Beernaert,1829-07-26,1909,peace,male,Belgium
476,Paul Henri d'Estournelles de Constant,1852-11-22,1909,peace,male,France
477,Permanent International Peace Bureau ,1891-00-00,1910,peace,org,Austrian Empire
478,Tobias Asser,1838-04-28,1911,peace,male,the Netherlands
479,Alfred Fried,1864-11-11,1911,peace,male,Austria
480,Elihu Root,1845-02-15,1912,peace,male,USA
481,Henri La Fontaine,1854-04-22,1913,peace,male,Belgium
482,International Committee of the Red Cross ,1863-00-00,1917;1944;1963,peace,org,Austrian Empire
483,Woodrow Wilson,1856-12-28,1919,peace,male,USA
484,Léon Bourgeois,1851-05-21,1920,peace,male,France
485,Hjalmar Branting,1860-11-23,1921,peace,male,Sweden
486,Christian Lange,1869-09-17,1921,peace,male,Norway
487,Fridtjof Nansen,1861-10-10,1922,peace,male,Norway
488,Sir Austen Chamberlain,1863-10-16,1925,peace,male,United Kingdom
489,Charles G. Dawes,1865-08-27,1925,peace,male,USA
490,Aristide Briand,1862-03-28,1926,peace,male,France
491,Gustav Stresemann,1878-05-10,1926,peace,male,Württemberg
492,Ferdinand Buisson,1841-12-20,1927,peace,male,France
493,Ludwig Quidde,1858-03-23,1927,peace,male,Württemberg
494,Frank B. Kellogg,1856-12-22,1929,peace,male,USA
495,Nathan Söderblom,1866-01-15,1930,peace,male,Sweden
496,Jane Addams,1860-09-06,1931,peace,female,USA
497,Nicholas Murray Butler,1862-04-02,1931,peace,male,USA
498,Sir Norman Angell,1872-12-26,1933,peace,male,United Kingdom
499,Arthur Henderson,1863-09-13,1934,peace,male,United Kingdom
500,Carl von Ossietzky,1889-10-03,1935,peace,male,Württemberg
501,Carlos Saavedra Lamas,1878-11-01,1936,peace,male,Argentina
502,Robert Cecil,1864-09-14,1937,peace,male,United Kingdom
503,Nansen International Office for Refugees ,1921-00-00,1938,peace,org,Austrian Empire
505,Cordell Hull,1871-10-02,1945,peace,male,USA
506,Emily Greene Balch,1867-01-08,1946,peace,female,USA
507,John R. Mott,1865-05-25,1946,peace,male,USA
508,Friends Service Council ,1647-00-00,1947,peace,org,Austrian Empire
509,American Friends Service Committee ,1917-00-00,1947,peace,org,Austrian Empire
510,John Boyd Orr,1880-09-23,1949,peace,male,United Kingdom
511,Ralph Bunche,1904-08-07,1950,peace,male,USA
512,Léon Jouhaux,1879-07-01,1951,peace,male,France
513,Albert Schweitzer,1875-01-14,1952,peace,male,France
514,George C. Marshall,1880-12-31,1953,peace,male,USA
515,Office of the United Nations High Commissioner for Refugees ,1950-12-14,1954;1981,peace,org,Austrian Empire
516,Lester Bowles Pearson,1897-04-23,1957,peace,male,Canada
517,Georges Pire,1910-02-10,1958,peace,male,Belgium
518,Philip Noel-Baker,1889-11-01,1959,peace,male,United Kingdom
519,Albert Lutuli,1898-00-00,1960,peace,male,Zimbabwe
520,Dag Hammarskjöld,1905-07-29,1961,peace,male,Sweden
523,League of Red Cross Societies ,1919-00-00,1963,peace,org,Austrian Empire
524,Martin Luther King Jr.,1929-01-15,1964,peace,male,USA
525,United Nations Children's Fund ,1946-00-00,1965,peace,org,Austrian Empire
526,René Cassin,1887-10-05,1968,peace,male,France
527,International Labour Organization ,1919-00-00,1969,peace,org,Austrian Empire
528,Norman Borlaug,1914-03-25,1970,peace,male,USA
529,Willy Brandt,1913-12-18,1971,peace,male,Württemberg
530,Henry Kissinger,1923-05-27,1973,peace,male,Württemberg
531,Le Duc Tho ,1911-10-14,1973,peace,male,Vietnam
532,Seán MacBride,1904-01-26,1974,peace,male,France
533,Eisaku Sato,1901-03-27,1974,peace,male,Japan
534,Andrei Sakharov,1921-05-21,1975,peace,male,USSR
535,Betty Williams,1943-05-22,1976,peace,female,United Kingdom
536,Mairead Corrigan,1944-01-27,1976,peace,female,United Kingdom
537,Amnesty International ,1961-00-00,1977,peace,org,Austrian Empire
538,Anwar al-Sadat,1918-12-25,1978,peace,male,Egypt
539,Menachem Begin,1913-08-16,1978,peace,male,Belarus
540,Anjezë Gonxhe Bojaxhiu,1910-08-26,1979,peace,female,Republic of Macedonia
541,Adolfo Pérez Esquivel,1931-11-26,1980,peace,male,Argentina
543,Alva Myrdal,1902-01-31,1982,peace,female,Sweden
544,Alfonso García Robles,1911-03-20,1982,peace,male,Mexico
545,Lech Walesa,1943-09-29,1983,peace,male,Prussia
546,Desmond Tutu,1931-10-07,1984,peace,male,Union of South Africa
547,International Physicians for the Prevention of Nuclear War ,1980-00-00,1985,peace,org,Austrian Empire
548,Elie Wiesel,1928-09-30,1986,peace,male,Romania
549,Oscar Arias Sánchez,1940-09-13,1987,peace,male,Costa Rica
550,United Nations Peacekeeping Forces ,1948-00-00,1988,peace,org,Austrian Empire
551,Lhamo Thondup,1935-07-06,1989,peace,male,Tibet
552,Mikhail Gorbachev,1931-03-02,1990,peace,male,USSR
553,Aung San Suu Kyi ,1945-06-19,1991,peace,female,Myanmar
554,Rigoberta Menchú Tum,1959-01-09,1992,peace,female,Guatemala
555,Nelson Mandela,1918-07-18,1993,peace,male,Union of South Africa
556,F.W. de Klerk,1936-03-18,1993,peace,male,Union of South Africa
557,Yasser Arafat,1929-08-24,1994,peace,male,Egypt
558,Shimon Peres,1923-08-16,1994,peace,male,Belarus
559,Yitzhak Rabin,1922-03-01,1994,peace,male,Israel
560,Joseph Rotblat,1908-11-04,1995,peace,male,Prussia
561,Pugwash Conferences on Science and World Affairs ,1957-00-00,1995,peace,org,Austrian Empire
562,Carlos Filipe Ximenes Belo,1948-02-03,1996,peace,male,East Timor
563,José Ramos-Horta,1949-12-26,1996,peace,male,East Timor
564,International Campaign to Ban Landmines ,1992-00-00,1997,peace,org,Austrian Empire
565,Jody Williams,1950-10-09,1997,peace,female,USA
566,John Hume,1937-01-18,1998,peace,male,United Kingdom
567,David Trimble,1944-10-15,1998,peace,male,United Kingdom
568,Doctors Without Borders ,1971-00-00,1999,peace,org,Austrian Empire
569,Sully Prudhomme,1839-03-16,1901,literature,male,France
571,Theodor Mommsen,1817-11-30,1902,literature,male,Württemberg
572,Bjørnstjerne Bjørnson,1832-12-08,1903,literature,male,Norway
573,Frédéric Mistral,1830-09-08,1904,literature,male,France
574,José Echegaray,1832-04-19,1904,literature,male,Spain
575,Henryk Sienkiewicz,1846-05-05,1905,literature,male,Prussia
576,Giosuè Carducci,1835-07-27,1906,literature,male,Tuscany
577,Rudyard Kipling,1865-12-30,1907,literature,male,India
578,Rudolf Eucken,1846-01-05,1908,literature,male,Württemberg
579,Selma Lagerlöf,1858-11-20,1909,literature,female,Sweden
580,Paul Heyse,1830-03-15,1910,literature,male,Württemberg
581,Maurice Maeterlinck,1862-08-29,1911,literature,male,Belgium
582,Gerhart Hauptmann,1862-11-15,1912,literature,male,Prussia
583,Rabindranath Tagore,1861-05-07,1913,literature,male,India
584,Romain Rolland,1866-01-29,1915,literature,male,France
585,Verner von Heidenstam,1859-07-06,1916,literature,male,Sweden
586,Karl Gjellerup,1857-06-02,1917,literature,male,Faroe Islands (Denmark)
587,Henrik Pontoppidan,1857-07-24,1917,literature,male,Faroe Islands (Denmark)
588,Carl Spitteler,1845-04-24,1919,literature,male,Switzerland
589,Knut Hamsun,1859-08-04,1920,literature,male,Norway
590,Anatole France,1844-04-16,1921,literature,male,France
592,Jacinto Benavente,1866-08-12,1922,literature,male,Spain
593,William Butler Yeats,1865-06-13,1923,literature,male,Ireland
594,Wladyslaw Reymont,1867-05-07,1924,literature,male,Prussia
596,George Bernard Shaw,1856-07-26,1925,literature,male,Ireland
597,Grazia Deledda,1871-09-27,1926,literature,female,Tuscany
600,Henri Bergson,1859-10-18,1927,literature,male,France
601,Sigrid Undset,1882-05-20,1928,literature,female,Faroe Islands (Denmark)
602,Thomas Mann,1875-06-06,1929,literature,male,Württemberg
603,Sinclair Lewis,1885-02-07,1930,literature,male,USA
604,Erik Axel Karlfeldt,1864-07-20,1931,literature,male,Sweden
605,John Galsworthy,1867-08-14,1932,literature,male,United Kingdom
606,Ivan Bunin,1870-10-22,1933,literature,male,USSR
607,Luigi Pirandello,1867-06-28,1934,literature,male,Tuscany
608,Eugene O'Neill,1888-10-16,1936,literature,male,USA
609,Roger Martin du Gard,1881-03-23,1937,literature,male,France
610,Pearl Buck,1892-06-26,1938,literature,female,USA
613,Frans Eemil Sillanpää,1888-09-16,1939,literature,male,Finland
614,Johannes V. Jensen,1873-01-20,1944,literature,male,Faroe Islands (Denmark)
615,Gabriela Mistral,1889-04-07,1945,literature,female,Chile
617,Hermann Hesse,1877-07-02,1946,literature,male,Württemberg
618,André Gide,1869-11-22,1947,literature,male,France
619,T.S. Eliot,1888-09-26,1948,literature,male,USA
620,William Faulkner,1897-09-25,1949,literature,male,USA
621,Bertrand Russell,1872-05-18,1950,literature,male,United Kingdom
622,Pär Lagerkvist,1891-05-23,1951,literature,male,Sweden
623,François Mauriac,1885-10-11,1952,literature,male,France
624,Winston Churchill,1874-11-30,1953,literature,male,United Kingdom
625,Ernest Hemingway,1899-07-21,1954,literature,male,USA
626,Halldór Laxness,1902-04-23,1955,literature,male,Iceland
627,Juan Ramón Jiménez,1881-12-24,1956,literature,male,Spain
628,Albert Camus,1913-11-07,1957,literature,male,French Algeria
629,Boris Pasternak,1890-02-10,1958,literature,male,USSR
630,Salvatore Quasimodo,1901-08-20,1959,literature,male,Tuscany
631,Saint-John Perse,1887-05-31,1960,literature,male,Guadeloupe Island
633,Ivo Andric,1892-10-10,1961,literature,male,Bosnia and Herzegovina
634,John Steinbeck,1902-02-27,1962,literature,male,USA
635,Giorgos Seferis,1900-03-13,1963,literature,male,Turkey
637,Jean-Paul Sartre,1905-06-21,1964,literature,male,France
638,Mikhail Sholokhov,1905-05-24,1965,literature,male,USSR
639,Shmuel Agnon,1888-07-17,1966,literature,male,Ukraine
640,Nelly Sachs,1891-12-10,1966,literature,female,Württemberg
641,Miguel Angel Asturias,1899-10-19,1967,literature,male,Guatemala
642,Yasunari Kawabata,1899-06-11,1968,literature,male,Japan
643,Samuel Beckett,1906-04-13,1969,literature,male,Ireland
644,Alexandr Solzhenitsyn,1918-12-11,1970,literature,male,USSR
645,Pablo Neruda,1904-07-12,1971,literature,male,Chile
647,Heinrich Böll,1917-12-21,1972,literature,male,Württemberg
648,Patrick White,1912-05-28,1973,literature,male,United Kingdom
649,Eyvind Johnson,1900-07-29,1974,literature,male,Sweden
650,Harry Martinson,1904-05-06,1974,literature,male,Sweden
651,Eugenio Montale,1896-10-12,1975,literature,male,Tuscany
652,Saul Bellow,1915-06-10,1976,literature,male,Canada
653,Vicente Aleixandre,1898-04-26,1977,literature,male,Spain
654,Isaac Bashevis Singer,1904-07-14,1978,literature,male,Prussia
655,Odysseus Elytis,1911-11-02,1979,literature,male,Greece
657,Czeslaw Milosz,1911-06-30,1980,literature,male,Lithuania
658,Elias Canetti,1905-07-25,1981,literature,male,Bulgaria
659,Gabriel García Márquez,1927-03-06,1982,literature,male,Colombia
660,William Golding,1911-09-19,1983,literature,male,United Kingdom
661,Jaroslav Seifert,1901-09-23,1984,literature,male,Hungarian Empire
662,Claude Simon,1913-10-10,1985,literature,male,Madagascar
663,Wole Soyinka,1934-07-13,1986,literature,male,Nigeria
664,Joseph Brodsky,1940-05-24,1987,literature,male,USSR
665,Naguib Mahfouz,1911-12-11,1988,literature,male,Egypt
666,Camilo José Cela,1916-05-11,1989,literature,male,Spain
667,Octavio Paz,1914-03-31,1990,literature,male,Mexico
668,Nadine Gordimer,1923-11-20,1991,literature,female,Union of South Africa
669,Derek Walcott,1930-01-23,1992,literature,male,Saint Lucia
670,Toni Morrison,1931-02-18,1993,literature,female,USA
671,Kenzaburo Oe,1935-01-31,1994,literature,male,Japan
672,Seamus Heaney,1939-04-13,1995,literature,male,United Kingdom
673,Wislawa Szymborska,1923-07-02,1996,literature,female,Prussia
674,Dario Fo,1926-03-24,1997,literature,male,Tuscany
675,José Saramago,1922-11-16,1998,literature,male,Portugal
676,Günter Grass,1927-10-16,1999,literature,male,Prussia
677,Ragnar Frisch,1895-03-03,1969,economics,male,Norway
678,Jan Tinbergen,1903-04-12,1969,economics,male,the Netherlands
679,Paul A. Samuelson,1915-05-15,1970,economics,male,USA
680,Simon Kuznets,1901-04-30,1971,economics,male,Belarus
681,John R. Hicks,1904-04-08,1972,economics,male,United Kingdom
682,Kenneth J. Arrow,1921-08-23,1972,economics,male,USA
683,Wassily Leontief,1906-08-05,1973,economics,male,USSR
684,Gunnar Myrdal,1898-12-06,1974,economics,male,Sweden
685,Friedrich von Hayek,1899-05-08,1974,economics,male,Austria
686,Leonid Vitaliyevich Kantorovich,1912-01-19,1975,economics,male,USSR
687,Tjalling C. Koopmans,1910-08-28,1975,economics,male,the Netherlands
688,Milton Friedman,1912-07-31,1976,economics,male,USA
689,Bertil Ohlin,1899-04-23,1977,economics,male,Sweden
690,James E. Meade,1907-06-23,1977,economics,male,United Kingdom
691,Herbert Simon,1916-06-15,1978,economics,male,USA
692,Theodore W. Schultz,1902-04-30,1979,economics,male,USA
693,Sir Arthur Lewis,1915-01-23,1979,economics,male,Saint Lucia
694,Lawrence R. Klein,1920-09-14,1980,economics,male,USA
695,James Tobin,1918-03-05,1981,economics,male,USA
696,George J. Stigler,1911-01-17,1982,economics,male,USA
697,Gerard Debreu,1921-07-04,1983,economics,male,France
698,Richard Stone,1913-08-30,1984,economics,male,United Kingdom
699,Franco Modigliani,1918-06-18,1985,economics,male,Tuscany
700,James M. Buchanan Jr.,1919-10-03,1986,economics,male,USA
701,Robert M. Solow,1924-08-23,1987,economics,male,USA
702,Maurice Allais,1911-05-31,1988,economics,male,France
703,Trygve Haavelmo,1911-12-13,1989,economics,male,Norway
704,Harry M. Markowitz,1927-08-24,1990,economics,male,USA
705,Merton H. Miller,1923-05-16,1990,economics,male,USA
706,William F. Sharpe,1934-06-16,1990,economics,male,USA
707,Ronald H. Coase,1910-12-29,1991,economics,male,United Kingdom
708,Gary Becker,1930-12-02,1992,economics,male,USA
709,Robert W. Fogel,1927-07-01,1993,economics,male,USA
710,Douglass C. North,1920-11-05,1993,economics,male,USA
711,John C. Harsanyi,1920-05-29,1994,economics,male,Hungary
712,John F. Nash Jr.,1928-06-13,1994,economics,male,USA
713,Reinhard Selten,1930-10-05,1994,economics,male,Prussia
714,Robert E. Lucas Jr.,1937-09-15,1995,economics,male,USA
715,James A. Mirrlees,1936-07-05,1996,economics,male,United Kingdom
716,William Vickrey,1914-06-21,1996,economics,male,Canada
717,Robert C. Merton,1944-07-31,1997,economics,male,USA
718,Myron Scholes,1941-07-01,1997,economics,male,Canada
719,Amartya Sen,1933-11-03,1998,economics,male,India
720,Robert Mundell,1932-10-24,1999,economics,male,Canada
721,Il´ja M. Frank,1908-10-23,1958,physics,male,USSR
722,Arvid Carlsson,1923-01-25,2000,medicine,male,Sweden
723,Paul Greengard,1925-12-11,2000,medicine,male,USA
724,Eric Kandel,1929-11-07,2000,medicine,male,Austria
725,Kim Dae-jung,1925-12-03,2000,peace,male,South Korea
726,Zhores Alferov,1930-03-15,2000,physics,male,Belarus
727,Herbert Kroemer,1928-08-25,2000,physics,male,Württemberg
728,Jack Kilby,1923-11-08,2000,physics,male,USA
729,Alan Heeger,1936-01-22,2000,chemistry,male,USA
730,Alan MacDiarmid,1927-04-14,2000,chemistry,male,New Zealand
731,Hideki Shirakawa,1936-08-20,2000,chemistry,male,Japan
732,James J. Heckman,1944-04-19,2000,economics,male,USA
733,Daniel L. McFadden,1937-07-29,2000,economics,male,USA
734,Xingjian Gao,1940-01-04,2000,literature,male,Tibet
735,Leland Hartwell,1939-10-30,2001,medicine,male,USA
736,Tim Hunt,1943-02-19,2001,medicine,male,United Kingdom
737,Sir Paul Nurse,1949-01-25,2001,medicine,male,United Kingdom
738,Eric Cornell,1961-12-19,2001,physics,male,USA
739,Wolfgang Ketterle,1957-10-21,2001,physics,male,Württemberg
740,Carl Wieman,1951-03-26,2001,physics,male,USA
741,William Knowles,1917-06-01,2001,chemistry,male,USA
742,Ryoji Noyori,1938-09-03,2001,chemistry,male,Japan
743,Barry Sharpless,1941-04-28,2022;2001,chemistry,male,USA
744,George A. Akerlof,1940-06-17,2001,economics,male,USA
745,A. Michael Spence,1943-00-00,2001,economics,male,USA
746,Joseph E. Stiglitz,1943-02-09,2001,economics,male,USA
747,V. S. Naipaul,1932-08-17,2001,literature,male,Trinidad and Tobago
748,United Nations ,1945-00-00,2001,peace,org,Austrian Empire
749,Kofi Annan,1938-04-08,2001,peace,male,Gold Coast
750,Sydney Brenner,1927-01-13,2002,medicine,male,Union of South Africa
751,H. Robert Horvitz,1947-05-08,2002,medicine,male,USA
752,John E. Sulston,1942-03-27,2002,medicine,male,United Kingdom
753,Raymond Davis Jr.,1914-10-14,2002,physics,male,USA
754,Masatoshi Koshiba,1926-09-19,2002,physics,male,Japan
755,Riccardo Giacconi,1931-10-06,2002,physics,male,Tuscany
756,John B. Fenn,1917-06-15,2002,chemistry,male,USA
757,Koichi Tanaka,1959-08-03,2002,chemistry,male,Japan
758,Kurt Wüthrich,1938-10-04,2002,chemistry,male,Switzerland
759,Daniel Kahneman,1934-03-05,2002,economics,male,Israel
760,Vernon L. Smith,1927-01-01,2002,economics,male,USA
761,Imre Kertész,1929-11-09,2002,literature,male,Hungary
762,Jimmy Carter,1924-10-01,2002,peace,male,USA
763,J. M. Coetzee,1940-02-09,2003,literature,male,Union of South Africa
764,Paul C. Lauterbur,1929-05-06,2003,medicine,male,USA
765,Sir Peter Mansfield,1933-10-09,2003,medicine,male,United Kingdom
766,Alexei Abrikosov,1928-06-25,2003,physics,male,USSR
767,Vitaly L. Ginzburg,1916-10-04,2003,physics,male,USSR
768,Anthony J. Leggett,1938-03-26,2003,physics,male,United Kingdom
769,Peter Agre,1949-01-30,2003,chemistry,male,USA
770,Roderick MacKinnon,1956-02-19,2003,chemistry,male,USA
771,Robert F. Engle III,1942-11-10,2003,economics,male,USA
772,Clive W.J. Granger,1934-09-04,2003,economics,male,United Kingdom
773,Shirin Ebadi,1947-06-21,2003,peace,female,Persia
774,Richard Axel,1946-07-02,2004,medicine,male,USA
775,Linda B. Buck,1947-01-29,2004,medicine,female,USA
776,David J. Gross,1941-02-19,2004,physics,male,USA
777,H. David Politzer,1949-08-31,2004,physics,male,USA
778,Frank Wilczek,1951-05-15,2004,physics,male,USA
779,Aaron Ciechanover,1947-10-01,2004,chemistry,male,Israel
780,Avram Hershko,1937-12-31,2004,chemistry,male,Hungary
781,Irwin Rose,1926-07-16,2004,chemistry,male,USA
782,Elfriede Jelinek,1946-10-20,2004,literature,female,Austria
783,Wangari Maathai,1940-04-01,2004,peace,female,Kenya
786,Finn E. Kydland,1943-12-01,2004,economics,male,Norway
787,Edward C. Prescott,1940-12-26,2004,economics,male,USA
789,Barry J. Marshall,1951-09-30,2005,medicine,male,Australia
790,J. Robin Warren,1937-06-11,2005,medicine,male,Australia
791,Roy J. Glauber,1925-09-01,2005,physics,male,USA
792,John L. Hall,1934-08-21,2005,physics,male,USA
793,Theodor W. Hänsch,1941-10-30,2005,physics,male,Württemberg
794,Yves Chauvin,1930-10-10,2005,chemistry,male,Belgium
795,Robert H. Grubbs,1942-02-27,2005,chemistry,male,USA
796,Richard R. Schrock,1945-01-04,2005,chemistry,male,USA
797,International Atomic Energy Agency ,1957-00-00,2005,peace,org,Austrian Empire
798,Mohamed ElBaradei,1942-06-17,2005,peace,male,Egypt
799,Robert J. Aumann,1930-06-08,2005,economics,male,Württemberg
800,Thomas C. Schelling,1921-04-14,2005,economics,male,USA
801,Harold Pinter,1930-10-10,2005,literature,male,United Kingdom
802,Andrew Z. Fire,1959-04-27,2006,medicine,male,USA
803,Craig C. Mello,1960-10-18,2006,medicine,male,USA
804,John C. Mather,1946-08-07,2006,physics,male,USA
805,George F. Smoot,1945-02-20,2006,physics,male,USA
806,Roger D. Kornberg,1947-04-24,2006,chemistry,male,USA
807,Edmund S. Phelps,1933-07-26,2006,economics,male,USA
808,Orhan Pamuk,1952-06-07,2006,literature,male,Turkey
809,Muhammad Yunus,1940-06-28,2006,peace,male,Bangladesh
810,Grameen Bank ,1976-00-00,2006,peace,org,Austrian Empire
811,Mario R. Capecchi,1937-10-06,2007,medicine,male,Tuscany
812,Sir Martin J. Evans,1941-01-01,2007,medicine,male,United Kingdom
813,Oliver Smithies,1925-06-23,2007,medicine,male,United Kingdom
814,Albert Fert,1938-03-07,2007,physics,male,France
815,Peter Grünberg,1939-05-18,2007,physics,male,Hungarian Empire
816,Gerhard Ertl,1936-10-10,2007,chemistry,male,Württemberg
817,Doris Lessing,1919-10-22,2007,literature,female,Persia
818,Intergovernmental Panel on Climate Change ,1988-00-00,2007,peace,org,Austrian Empire
819,Al Gore,1948-03-31,2007,peace,male,USA
820,Leonid Hurwicz,1917-08-21,2007,economics,male,USSR
821,Eric S. Maskin,1950-12-12,2007,economics,male,USA
822,Roger B. Myerson,1951-03-29,2007,economics,male,USA
823,Harald zur Hausen,1936-03-11,2008,medicine,male,Württemberg
824,Françoise Barré-Sinoussi,1947-07-30,2008,medicine,female,France
825,Luc Montagnier,1932-08-18,2008,medicine,male,France
826,Yoichiro Nambu,1921-01-18,2008,physics,male,Japan
827,Makoto Kobayashi,1944-04-07,2008,physics,male,Japan
828,Toshihide Maskawa,1940-02-07,2008,physics,male,Japan
829,Osamu Shimomura,1928-08-27,2008,chemistry,male,Japan
830,Martin Chalfie,1947-01-15,2008,chemistry,male,USA
831,Roger Y. Tsien,1952-02-01,2008,chemistry,male,USA
832,Jean-Marie Gustave Le Clézio,1940-04-13,2008,literature,male,France
833,Martti Ahtisaari,1937-06-23,2008,peace,male,Finland
834,Paul Krugman,1953-02-28,2008,economics,male,USA
835,Elizabeth H. Blackburn,1948-11-26,2009,medicine,female,Australia
836,Carol W. Greider,1961-04-15,2009,medicine,female,USA
837,Jack W. Szostak,1952-11-09,2009,medicine,male,United Kingdom
838,Charles K. Kao,1933-11-04,2009,physics,male,Tibet
839,Willard S. Boyle,1924-08-19,2009,physics,male,Canada
840,George E. Smith,1930-05-10,2009,physics,male,USA
841,Venkatraman Ramakrishnan,1952-00-00,2009,chemistry,male,India
842,Thomas A. Steitz,1940-08-23,2009,chemistry,male,USA
843,Ada E. Yonath,1939-06-22,2009,chemistry,female,Israel
844,Herta Müller,1953-08-17,2009,literature,female,Romania
845,Barack Obama,1961-08-04,2009,peace,male,USA
846,Elinor Ostrom,1933-08-07,2009,economics,female,USA
847,Oliver E. Williamson,1932-09-27,2009,economics,male,USA
848,Robert G. Edwards,1925-09-27,2010,medicine,male,United Kingdom
849,Andre Geim,1958-10-21,2010,physics,male,USSR
850,Konstantin Novoselov,1974-08-23,2010,physics,male,USSR
851,Richard F. Heck,1931-08-15,2010,chemistry,male,USA
852,Ei-ichi Negishi,1935-07-14,2010,chemistry,male,Tibet
853,Akira Suzuki,1930-09-12,2010,chemistry,male,Japan
854,Mario Vargas Llosa,1936-03-28,2010,literature,male,Peru
855,Xiaobo Liu,1955-12-28,2010,peace,male,Tibet
856,Peter A. Diamond,1940-04-29,2010,economics,male,USA
857,Dale T. Mortensen,1939-02-02,2010,economics,male,USA
858,Christopher A. Pissarides,1948-02-20,2010,economics,male,Cyprus
861,Bruce A. Beutler,1957-12-29,2011,medicine,male,USA
862,Jules A. Hoffmann,1941-08-02,2011,medicine,male,Luxembourg
863,Ralph M. Steinman,1943-01-14,2011,medicine,male,Canada
864,Saul Perlmutter,1959-00-00,2011,physics,male,USA
865,Brian P. Schmidt,1967-02-24,2011,physics,male,USA
866,Adam G. Riess,1969-12-16,2011,physics,male,USA
867,Dan Shechtman,1941-01-24,2011,chemistry,male,Israel
868,Tomas Tranströmer,1931-04-15,2011,literature,male,Sweden
869,Ellen Johnson Sirleaf,1938-10-29,2011,peace,female,Liberia
870,Leymah Gbowee,1972-02-01,2011,peace,female,Liberia
871,Tawakkol Karman,1979-02-07,2011,peace,female,Yemen
872,Thomas J. Sargent,1943-07-19,2011,economics,male,USA
873,Christopher A. Sims,1942-10-21,2011,economics,male,USA
874,Sir John B. Gurdon,1933-10-02,2012,medicine,male,United Kingdom
875,Shinya Yamanaka,1962-09-04,2012,medicine,male,Japan
876,Serge Haroche,1944-09-11,2012,physics,male,Morocco
877,David J. Wineland,1944-02-24,2012,physics,male,USA
878,Robert J. Lefkowitz,1943-04-15,2012,chemistry,male,USA
879,Brian Kobilka,1955-05-30,2012,chemistry,male,USA
880,Mo Yan,1956-03-25,2012,literature,male,Tibet
881,European Union ,1952-00-00,2012,peace,org,Austrian Empire
882,Alvin E. Roth,1951-12-18,2012,economics,male,USA
883,Lloyd S. Shapley,1923-06-02,2012,economics,male,USA
884,James E. Rothman,1950-11-03,2013,medicine,male,USA
885,Randy W. Schekman,1948-12-30,2013,medicine,male,USA
886,Thomas C. Südhof,1955-12-22,2013,medicine,male,Württemberg
887,François Englert,1932-11-06,2013,physics,male,Belgium
888,Peter Higgs,1929-05-29,2013,physics,male,United Kingdom
889,Martin Karplus,1930-03-15,2013,chemistry,male,Austria
890,Michael Levitt,1947-05-09,2013,chemistry,male,Union of South Africa
891,Arieh Warshel,1940-11-20,2013,chemistry,male,Israel
892,Alice Munro,1931-07-10,2013,literature,female,Canada
